FlightDate,Airline,Origin,Dest,Cancelled,Diverted,CRSDepTime,DepTime,DepDelayMinutes,DepDelay,ArrTime,ArrDelayMinutes,AirTime,CRSElapsedTime,ActualElapsedTime,Distance,Year,Quarter,Month,DayofMonth,DayOfWeek,Marketing_Airline_Network,Operated_or_Branded_Code_Share_Partners,DOT_ID_Marketing_Airline,IATA_Code_Marketing_Airline,Flight_Number_Marketing_Airline,Operating_Airline,DOT_ID_Operating_Airline,IATA_Code_Operating_Airline,Tail_Number,Flight_Number_Operating_Airline,OriginAirportID,OriginAirportSeqID,OriginCityMarketID,OriginCityName,OriginState,OriginStateFips,OriginStateName,OriginWac,DestAirportID,DestAirportSeqID,DestCityMarketID,DestCityName,DestState,DestStateFips,DestStateName,DestWac,DepDel15,DepartureDelayGroups,DepTimeBlk,TaxiOut,WheelsOff,WheelsOn,TaxiIn,CRSArrTime,ArrDelay,ArrDel15,ArrivalDelayGroups,ArrTimeBlk,DistanceGroup,DivAirportLandings
1/2/2018,Spirit Air Lines,DFW,ATL,FALSE,FALSE,645,644,0,-1,941,0,96,123,117,731,2018,1,1,2,2,NK,NK,20416,NK,163,NK,20416,NK,N530NK,163,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,0600-0659,13,657,933,8,948,-7,0,-1,0900-0959,3,0
1/2/2018,Spirit Air Lines,ORD,ATL,FALSE,FALSE,1500,1456,0,-4,1741,0,80,121,105,606,2018,1,1,2,2,NK,NK,20416,NK,219,NK,20416,NK,N649NK,219,13930,1393006,30977,"Chicago, IL",IL,17,Illinois,41,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1500-1559,11,1507,1727,14,1801,-20,0,-2,1800-1859,3,0
1/2/2018,Spirit Air Lines,EWR,FLL,FALSE,FALSE,1525,1523,0,-2,1816,0,155,186,173,1065,2018,1,1,2,2,NK,NK,20416,NK,525,NK,20416,NK,N682NK,525,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,0,-1,1500-1559,10,1533,1808,8,1831,-15,0,-1,1800-1859,5,0
1/2/2018,Spirit Air Lines,FLL,ATL,FALSE,FALSE,2242,2239,0,-3,23,0,82,112,104,581,2018,1,1,2,2,NK,NK,20416,NK,230,NK,20416,NK,N679NK,230,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,2200-2259,10,2249,11,12,34,-11,0,-1,0001-0559,3,0
1/2/2018,Spirit Air Lines,CLE,ATL,FALSE,FALSE,1810,2134,204,204,2323,196,85,117,109,554,2018,1,1,2,2,NK,NK,20416,NK,251,NK,20416,NK,N619NK,251,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1,12,1800-1859,13,2147,2312,11,2007,196,1,12,2000-2059,3,0
1/2/2018,Spirit Air Lines,RSW,PIT,FALSE,FALSE,1005,1101,56,56,1319,43,122,151,138,966,2018,1,1,2,2,NK,NK,20416,NK,532,NK,20416,NK,N629NK,532,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,14122,1412202,30198,"Pittsburgh, PA",PA,42,Pennsylvania,23,1,3,1000-1059,11,1112,1314,5,1236,43,1,2,1200-1259,4,0
1/2/2018,Spirit Air Lines,MCO,CLE,FALSE,FALSE,1200,1159,0,-1,1430,0,123,151,151,895,2018,1,1,2,2,NK,NK,20416,NK,534,NK,20416,NK,N615NK,534,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,0,-1,1200-1259,15,1214,1417,13,1431,-1,0,-1,1400-1459,4,0
1/2/2018,Spirit Air Lines,IAH,ATL,FALSE,FALSE,2145,2145,0,0,54,13,82,116,129,689,2018,1,1,2,2,NK,NK,20416,NK,362,NK,20416,NK,N678NK,362,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,2100-2159,40,2225,47,7,41,13,0,0,0001-0559,3,0
1/2/2018,Southwest Airlines Co.,MKE,ATL,FALSE,FALSE,615,617,2,2,904,0,88,130,107,669,2018,1,1,2,2,WN,WN,19393,WN,5287,WN,19393,WN,N464WN,5287,13342,1334207,33342,"Milwaukee, WI",WI,55,Wisconsin,45,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,0600-0659,9,626,854,10,925,-21,0,-2,0900-0959,3,0
1/2/2018,Spirit Air Lines,TPA,ATL,FALSE,FALSE,1132,1132,0,0,1303,0,64,97,91,406,2018,1,1,2,2,NK,NK,20416,NK,542,NK,20416,NK,N621NK,542,15304,1530402,33195,"Tampa, FL",FL,12,Florida,33,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,1100-1159,14,1146,1250,13,1309,-6,0,-1,1300-1359,2,0
1/2/2018,Southwest Airlines Co.,MKE,ATL,FALSE,FALSE,1630,1644,14,14,1942,12,91,120,118,669,2018,1,1,2,2,WN,WN,19393,WN,6521,WN,19393,WN,N8712L,6521,13342,1334207,33342,"Milwaukee, WI",WI,55,Wisconsin,45,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,1600-1659,12,1656,1927,15,1930,12,0,0,1900-1959,3,0
1/2/2018,Spirit Air Lines,RSW,CLE,FALSE,FALSE,1900,1856,0,-4,2144,1,132,163,168,1025,2018,1,1,2,2,NK,NK,20416,NK,960,NK,20416,NK,N615NK,960,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,11042,1104205,30647,"Cleveland, OH",OH,39,Ohio,44,0,-1,1900-1959,9,1905,2117,27,2143,1,0,0,2100-2159,5,0
1/2/2018,Southwest Airlines Co.,OAK,ATL,FALSE,FALSE,1220,1234,14,14,1953,3,241,270,259,2130,2018,1,1,2,2,WN,WN,19393,WN,5556,WN,19393,WN,N8694E,5556,13796,1379608,32457,"Oakland, CA",CA,6,California,91,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,1200-1259,10,1244,1945,8,1950,3,0,0,1900-1959,9,0
1/2/2018,Spirit Air Lines,DEN,FLL,FALSE,FALSE,2345,2341,0,-4,510,0,188,224,209,1703,2018,1,1,2,2,NK,NK,20416,NK,970,NK,20416,NK,N677NK,970,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,0,-1,2300-2359,11,2352,500,10,529,-19,0,-2,0001-0559,7,0
1/2/2018,Southwest Airlines Co.,PHL,ATL,FALSE,FALSE,705,727,22,22,934,14,101,135,127,666,2018,1,1,2,2,WN,WN,19393,WN,3156,WN,19393,WN,N8704Q,3156,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1,1,0700-0759,19,746,927,7,920,14,0,0,0900-0959,3,0
1/2/2018,Southwest Airlines Co.,PHL,ATL,FALSE,FALSE,1030,1035,5,5,1238,0,104,145,123,666,2018,1,1,2,2,WN,WN,19393,WN,3195,WN,19393,WN,N270WN,3195,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,1000-1059,13,1048,1232,6,1255,-17,0,-2,1200-1259,3,0
1/2/2018,Southwest Airlines Co.,PHL,ATL,FALSE,FALSE,1740,1814,34,34,2028,33,102,135,134,666,2018,1,1,2,2,WN,WN,19393,WN,6701,WN,19393,WN,N7811F,6701,14100,1410005,34100,"Philadelphia, PA",PA,42,Pennsylvania,23,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1,2,1700-1759,12,1826,2008,20,1955,33,1,2,1900-1959,3,0
1/2/2018,Southwest Airlines Co.,PHX,ATL,FALSE,FALSE,505,505,0,0,1019,0,174,205,194,1587,2018,1,1,2,2,WN,WN,19393,WN,3190,WN,19393,WN,N570WN,3190,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,0001-0559,10,515,1009,10,1030,-11,0,-1,1000-1059,7,0
1/2/2018,Southwest Airlines Co.,PHX,ATL,FALSE,FALSE,1635,1634,0,-1,2148,0,178,205,194,1587,2018,1,1,2,2,WN,WN,19393,WN,5143,WN,19393,WN,N8670A,5143,14107,1410702,30466,"Phoenix, AZ",AZ,4,Arizona,81,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1600-1659,9,1643,2141,7,2200,-12,0,-1,2200-2259,7,0
1/2/2018,Spirit Air Lines,DEN,DTW,FALSE,FALSE,1942,1825,1363,1363,2318,1377,133,159,173,1123,2018,1,1,2,2,NK,NK,20416,NK,976,NK,20416,NK,N905NK,976,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,1,12,1900-1959,30,1855,2308,10,21,1377,1,12,0001-0559,5,0
1/2/2018,Spirit Air Lines,EWR,MCO,FALSE,FALSE,1715,1757,42,42,2054,49,141,170,177,937,2018,1,1,2,2,NK,NK,20416,NK,983,NK,20416,NK,N681NK,983,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,1,2,1700-1759,18,1815,2036,18,2005,49,1,3,2000-2059,4,0
1/2/2018,Southwest Airlines Co.,PIT,ATL,FALSE,FALSE,1800,1818,18,18,1958,8,81,110,100,526,2018,1,1,2,2,WN,WN,19393,WN,1395,WN,19393,WN,N7703A,1395,14122,1412202,30198,"Pittsburgh, PA",PA,42,Pennsylvania,23,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1,1,1800-1859,8,1826,1947,11,1950,8,0,0,1900-1959,3,0
1/2/2018,Spirit Air Lines,MSY,ORD,FALSE,FALSE,1705,1651,0,-14,1916,0,124,148,145,837,2018,1,1,2,2,NK,NK,20416,NK,992,NK,20416,NK,N503NK,992,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,13930,1393006,30977,"Chicago, IL",IL,17,Illinois,41,0,-1,1700-1759,10,1701,1905,11,1933,-17,0,-2,1900-1959,4,0
1/2/2018,Southwest Airlines Co.,PIT,ATL,FALSE,FALSE,715,716,1,1,906,0,77,115,110,526,2018,1,1,2,2,WN,WN,19393,WN,5862,WN,19393,WN,N8602F,5862,14122,1412202,30198,"Pittsburgh, PA",PA,42,Pennsylvania,23,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,0700-0759,27,743,900,6,910,-4,0,-1,0900-0959,3,0
1/2/2018,Southwest Airlines Co.,SAT,ATL,FALSE,FALSE,605,612,7,7,915,0,107,135,123,874,2018,1,1,2,2,WN,WN,19393,WN,3313,WN,19393,WN,N8545V,3313,14683,1468305,33214,"San Antonio, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,0600-0659,11,623,910,5,920,-5,0,-1,0900-0959,4,0
1/2/2018,Southwest Airlines Co.,SAT,ATL,FALSE,FALSE,1855,1925,30,30,2233,28,102,130,128,874,2018,1,1,2,2,WN,WN,19393,WN,5659,WN,19393,WN,N719SW,5659,14683,1468305,33214,"San Antonio, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1,2,1800-1859,21,1946,2228,5,2205,28,1,1,2200-2259,4,0
1/2/2018,Southwest Airlines Co.,STL,ATL,FALSE,FALSE,1550,1551,1,1,1810,0,66,90,79,484,2018,1,1,2,2,WN,WN,19393,WN,5162,WN,19393,WN,N401WN,5162,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,1500-1559,7,1558,1804,6,1820,-10,0,-1,1800-1859,2,0
1/2/2018,Spirit Air Lines,BOS,BWI,FALSE,FALSE,700,703,3,3,828,0,63,95,85,369,2018,1,1,2,2,NK,NK,20416,NK,1025,NK,20416,NK,N527NK,1025,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,0,0,0700-0759,13,716,819,9,835,-7,0,-1,0800-0859,2,0
1/2/2018,Spirit Air Lines,BOS,BWI,FALSE,FALSE,2129,2129,0,0,2255,0,65,94,86,369,2018,1,1,2,2,NK,NK,20416,NK,1027,NK,20416,NK,N522NK,1027,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,0,0,2100-2159,15,2144,2249,6,2303,-8,0,-1,2300-2359,2,0
1/2/2018,Southwest Airlines Co.,STL,ATL,FALSE,FALSE,1945,2108,83,83,2331,76,65,90,83,484,2018,1,1,2,2,WN,WN,19393,WN,5549,WN,19393,WN,N441WN,5549,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1,5,1900-1959,12,2120,2325,6,2215,76,1,5,2200-2259,2,0
1/2/2018,Spirit Air Lines,BOS,MYR,FALSE,FALSE,503,511,8,8,728,9,114,136,137,738,2018,1,1,2,2,NK,NK,20416,NK,103,NK,20416,NK,N606NK,103,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,13577,1357702,31135,"Myrtle Beach, SC",SC,45,South Carolina,37,0,0,0001-0559,19,530,724,4,719,9,0,0,0700-0759,3,0
1/2/2018,Southwest Airlines Co.,STL,ATL,FALSE,FALSE,800,831,31,31,1055,25,64,90,84,484,2018,1,1,2,2,WN,WN,19393,WN,6772,WN,19393,WN,N276WN,6772,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1,2,0800-0859,11,842,1046,9,1030,25,1,1,1000-1059,2,0
1/2/2018,Southwest Airlines Co.,STL,ATL,FALSE,FALSE,1020,1022,2,2,1244,0,66,90,82,484,2018,1,1,2,2,WN,WN,19393,WN,6877,WN,19393,WN,N8674B,6877,15016,1501606,31123,"St. Louis, MO",MO,29,Missouri,64,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,1000-1059,10,1032,1238,6,1250,-6,0,-1,1200-1259,2,0
1/2/2018,United Air Lines Inc.,IAH,ATL,FALSE,FALSE,1950,1946,0,-4,2321,30,85,121,155,689,2018,1,1,2,2,UA,UA,19977,UA,1615,UA,19977,UA,N812UA,1615,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1900-1959,63,2049,2314,7,2251,30,1,2,2200-2259,3,0
1/2/2018,United Air Lines Inc.,SFO,ATL,FALSE,FALSE,2255,2259,4,4,652,18,231,279,293,2139,2018,1,1,2,2,UA,UA,19977,UA,1152,UA,19977,UA,N73278,1152,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,2200-2259,54,2353,644,8,634,18,1,1,0600-0659,9,0
1/2/2018,United Air Lines Inc.,ORD,ATL,FALSE,FALSE,622,621,0,-1,916,0,83,116,115,606,2018,1,1,2,2,UA,UA,19977,UA,1142,UA,19977,UA,N495UA,1142,13930,1393006,30977,"Chicago, IL",IL,17,Illinois,41,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,0600-0659,27,648,911,5,918,-2,0,-1,0900-0959,3,0
1/2/2018,United Air Lines Inc.,IAH,ATL,FALSE,FALSE,1420,1416,0,-4,1707,0,87,125,111,689,2018,1,1,2,2,UA,UA,19977,UA,721,UA,19977,UA,N811UA,721,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1400-1459,14,1430,1657,10,1725,-18,0,-2,1700-1759,3,0
1/2/2018,Spirit Air Lines,SAN,LAS,FALSE,FALSE,1020,1052,32,32,1203,26,50,77,71,258,2018,1,1,2,2,NK,NK,20416,NK,110,NK,20416,NK,N648NK,110,14679,1467903,33570,"San Diego, CA",CA,6,California,91,12889,1288903,32211,"Las Vegas, NV",NV,32,Nevada,85,1,2,1000-1059,16,1108,1158,5,1137,26,1,1,1100-1159,2,0
1/2/2018,United Air Lines Inc.,IAH,ATL,FALSE,FALSE,1155,1151,0,-4,1446,0,87,128,115,689,2018,1,1,2,2,UA,UA,19977,UA,672,UA,19977,UA,N24715,672,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1100-1159,18,1209,1436,10,1503,-17,0,-2,1500-1559,3,0
1/2/2018,United Air Lines Inc.,IAH,ATL,FALSE,FALSE,735,728,0,-7,1021,0,89,125,113,689,2018,1,1,2,2,UA,UA,19977,UA,625,UA,19977,UA,N806UA,625,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,0700-0759,17,745,1014,7,1040,-19,0,-2,1000-1059,3,0
1/2/2018,Spirit Air Lines,MSY,EWR,FALSE,FALSE,1945,2026,41,41,8,37,138,166,162,1167,2018,1,1,2,2,NK,NK,20416,NK,1150,NK,20416,NK,N527NK,1150,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,1,2,1900-1959,12,2038,2356,12,2331,37,1,2,2300-2359,5,0
1/2/2018,Spirit Air Lines,EWR,MSY,FALSE,FALSE,700,702,2,2,929,4,164,205,207,1167,2018,1,1,2,2,NK,NK,20416,NK,1153,NK,20416,NK,N503NK,1153,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,13495,1349505,33495,"New Orleans, LA",LA,22,Louisiana,72,0,0,0700-0759,13,715,859,30,925,4,0,0,0900-0959,5,0
1/2/2018,United Air Lines Inc.,SFO,ATL,FALSE,FALSE,1053,1048,0,-5,1813,0,232,279,265,2139,2018,1,1,2,2,UA,UA,19977,UA,575,UA,19977,UA,N86534,575,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1000-1059,26,1114,1806,7,1832,-19,0,-2,1800-1859,9,0
1/2/2018,United Air Lines Inc.,ORD,ATL,FALSE,FALSE,1356,1354,0,-2,1639,0,83,120,105,606,2018,1,1,2,2,UA,UA,19977,UA,449,UA,19977,UA,N849UA,449,13930,1393006,30977,"Chicago, IL",IL,17,Illinois,41,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1300-1359,16,1410,1633,6,1656,-17,0,-2,1600-1659,3,0
1/2/2018,Delta Air Lines Inc.,IAH,ATL,FALSE,FALSE,1346,1346,0,0,1636,0,89,125,110,689,2018,1,1,2,2,DL,DL,19790,DL,28,DL,19790,DL,N951AT,28,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,1300-1359,12,1358,1627,9,1651,-15,0,-1,1600-1659,3,0
1/2/2018,Spirit Air Lines,MCO,DTW,FALSE,FALSE,1545,1544,0,-1,1813,0,129,159,149,957,2018,1,1,2,2,NK,NK,20416,NK,118,NK,20416,NK,N506NK,118,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,11433,1143302,31295,"Detroit, MI",MI,26,Michigan,43,0,-1,1500-1559,12,1556,1805,8,1824,-11,0,-1,1800-1859,4,0
1/2/2018,Spirit Air Lines,MCO,EWR,FALSE,FALSE,600,557,0,-3,838,1,131,157,161,937,2018,1,1,2,2,NK,NK,20416,NK,120,NK,20416,NK,N531NK,120,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,0,-1,0600-0659,22,619,830,8,837,1,0,0,0800-0859,4,0
1/2/2018,Delta Air Lines Inc.,DFW,ATL,FALSE,FALSE,1600,1618,18,18,1931,25,89,126,133,731,2018,1,1,2,2,DL,DL,19790,DL,30,DL,19790,DL,N910DE,30,11298,1129806,30194,"Dallas/Fort Worth, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1,1,1600-1659,34,1652,1921,10,1906,25,1,1,1900-1959,3,0
1/2/2018,Delta Air Lines Inc.,SEA,ATL,FALSE,FALSE,1100,1100,0,0,1832,0,249,289,272,2182,2018,1,1,2,2,DL,DL,19790,DL,38,DL,19790,DL,N859DN,38,14747,1474703,30559,"Seattle, WA",WA,53,Washington,93,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,1100-1159,14,1114,1823,9,1849,-17,0,-2,1800-1859,9,0
1/2/2018,Spirit Air Lines,DEN,FLL,FALSE,FALSE,1615,1633,18,18,2231,36,204,220,238,1703,2018,1,1,2,2,NK,NK,20416,NK,1224,NK,20416,NK,N508NK,1224,11292,1129202,30325,"Denver, CO",CO,8,Colorado,82,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,1,1,1600-1659,27,1700,2224,7,2155,36,1,2,2100-2159,7,0
1/2/2018,Spirit Air Lines,RSW,ORD,FALSE,FALSE,1657,1711,14,14,1859,0,151,191,168,1120,2018,1,1,2,2,NK,NK,20416,NK,124,NK,20416,NK,N629NK,124,14635,1463502,31714,"Fort Myers, FL",FL,12,Florida,33,13930,1393006,30977,"Chicago, IL",IL,17,Illinois,41,0,0,1600-1659,9,1720,1851,8,1908,-9,0,-1,1900-1959,5,0
1/2/2018,Delta Air Lines Inc.,JFK,ATL,FALSE,FALSE,1525,1529,4,4,1800,0,116,175,151,760,2018,1,1,2,2,DL,DL,19790,DL,45,DL,19790,DL,N341NB,45,12478,1247805,31703,"New York, NY",NY,36,New York,22,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,0,1500-1559,26,1555,1751,9,1820,-20,0,-2,1800-1859,4,0
1/2/2018,Delta Air Lines Inc.,IAH,ATL,FALSE,FALSE,1844,1840,0,-4,2149,4,87,121,129,689,2018,1,1,2,2,DL,DL,19790,DL,54,DL,19790,DL,N927DA,54,12266,1226603,31453,"Houston, TX",TX,48,Texas,74,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1800-1859,20,1900,2127,22,2145,4,0,0,2100-2159,3,0
1/2/2018,Spirit Air Lines,LAX,BWI,FALSE,FALSE,2116,2113,0,-3,504,4,269,284,291,2329,2018,1,1,2,2,NK,NK,20416,NK,128,NK,20416,NK,N534NK,128,12892,1289208,32575,"Los Angeles, CA",CA,6,California,91,10821,1082106,30852,"Baltimore, MD",MD,24,Maryland,35,0,-1,2100-2159,13,2126,455,9,500,4,0,0,0001-0559,10,0
1/2/2018,Spirit Air Lines,MCO,EWR,FALSE,FALSE,1000,1019,19,19,1254,16,126,158,155,937,2018,1,1,2,2,NK,NK,20416,NK,130,NK,20416,NK,N659NK,130,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,1,1,1000-1059,19,1038,1244,10,1238,16,1,1,1200-1259,4,0
1/2/2018,Spirit Air Lines,MSP,MCO,FALSE,FALSE,700,708,8,8,1126,0,172,211,198,1310,2018,1,1,2,2,NK,NK,20416,NK,135,NK,20416,NK,N643NK,135,13487,1348702,31650,"Minneapolis, MN",MN,27,Minnesota,63,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,0,0,0700-0759,19,727,1119,7,1131,-5,0,-1,1100-1159,6,0
1/2/2018,Delta Air Lines Inc.,SFO,ATL,FALSE,FALSE,1410,1400,0,-10,2137,0,241,275,277,2139,2018,1,1,2,2,DL,DL,19790,DL,61,DL,19790,DL,N810DN,61,14771,1477104,32457,"San Francisco, CA",CA,6,California,91,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1400-1459,13,1413,2114,23,2145,-8,0,-1,2100-2159,9,0
1/2/2018,Spirit Air Lines,BQN,FLL,FALSE,FALSE,1735,1721,0,-14,1905,0,145,158,164,982,2018,1,1,2,2,NK,NK,20416,NK,1374,NK,20416,NK,N514NK,1374,10732,1073203,30732,"Aguadilla, PR",PR,72,Puerto Rico,3,11697,1169706,32467,"Fort Lauderdale, FL",FL,12,Florida,33,0,-1,1700-1759,14,1735,1900,5,1913,-8,0,-1,1900-1959,4,0
1/2/2018,Spirit Air Lines,MCO,ACY,FALSE,FALSE,917,915,0,-2,1117,0,104,130,122,852,2018,1,1,2,2,NK,NK,20416,NK,138,NK,20416,NK,N661NK,138,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,10158,1015804,30158,"Atlantic City, NJ",NJ,34,New Jersey,21,0,-1,0900-0959,13,928,1112,5,1127,-10,0,-1,1100-1159,4,0
1/2/2018,Spirit Air Lines,EWR,MCO,FALSE,FALSE,935,934,0,-1,1230,7,136,168,176,937,2018,1,1,2,2,NK,NK,20416,NK,139,NK,20416,NK,N531NK,139,11618,1161802,31703,"Newark, NJ",NJ,34,New Jersey,21,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,0,-1,0900-0959,25,959,1215,15,1223,7,0,0,1200-1259,4,0
1/2/2018,Delta Air Lines Inc.,MIA,ATL,FALSE,FALSE,1425,1445,20,20,1656,26,91,125,131,594,2018,1,1,2,2,DL,DL,19790,DL,80,DL,19790,DL,N903DE,80,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,1,1,1400-1459,34,1519,1650,6,1630,26,1,1,1600-1659,3,0
1/2/2018,Spirit Air Lines,MCO,BOS,FALSE,FALSE,1320,1324,4,4,1610,0,141,178,166,1121,2018,1,1,2,2,NK,NK,20416,NK,1442,NK,20416,NK,N531NK,1442,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,0,0,1300-1359,14,1338,1559,11,1618,-8,0,-1,1600-1659,5,0
1/2/2018,Spirit Air Lines,BOS,MCO,FALSE,FALSE,1715,1802,47,47,2129,56,168,198,207,1121,2018,1,1,2,2,NK,NK,20416,NK,1443,NK,20416,NK,N531NK,1443,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,13204,1320402,31454,"Orlando, FL",FL,12,Florida,33,1,3,1700-1759,23,1825,2113,16,2033,56,1,3,2000-2059,5,0
1/2/2018,Delta Air Lines Inc.,MIA,ATL,FALSE,FALSE,1536,1531,0,-5,1723,0,89,123,112,594,2018,1,1,2,2,DL,DL,19790,DL,90,DL,19790,DL,N929DN,90,13303,1330303,32467,"Miami, FL",FL,12,Florida,33,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1500-1559,17,1548,1717,6,1739,-16,0,-2,1700-1759,3,0
1/2/2018,Spirit Air Lines,BOS,ATL,FALSE,FALSE,1359,1358,0,-1,1643,0,131,182,165,946,2018,1,1,2,2,NK,NK,20416,NK,146,NK,20416,NK,N530NK,146,10721,1072102,30721,"Boston, MA",MA,25,Massachusetts,13,10397,1039707,30397,"Atlanta, GA",GA,13,Georgia,34,0,-1,1300-1359,16,1414,1625,18,1701,-18,0,-2,1700-1759,4,0
